micro_f1,macro_f1,source,target,model,seed,train_time,lr,weight_decay,num_layers,dropout_ratio,config_id
0.6896425966447848,0.5687516586414476,Citationv1,DBLPv7,GNN,0,5.053749322891235,0.0001,0.001,2,0.1,0
0.6850838803792852,0.5717755202114876,Citationv1,DBLPv7,GNN,1,5.055345773696899,0.0001,0.001,2,0.1,0
0.6781546316557258,0.5618706088051914,Citationv1,DBLPv7,GNN,2,6.631686687469482,0.0001,0.001,2,0.1,0
0.6799781181619255,0.5628575550027313,Citationv1,DBLPv7,GNN,0,7.238690376281738,0.0001,0.001,2,0.3,1
0.6936542669584245,0.5826319394226618,Citationv1,DBLPv7,GNN,1,4.619344472885132,0.0001,0.001,2,0.3,1
0.6834427425237053,0.5718783699687477,Citationv1,DBLPv7,GNN,2,4.662830829620361,0.0001,0.001,2,0.3,1
0.6942013129102844,0.5693412458034636,Citationv1,DBLPv7,GNN,0,5.954334020614624,0.0001,0.001,2,0.5,2
0.6777899343544858,0.5552865161101492,Citationv1,DBLPv7,GNN,1,5.137183666229248,0.0001,0.001,2,0.5,2
0.6943836615609045,0.5701929982264212,Citationv1,DBLPv7,GNN,2,4.571373701095581,0.0001,0.001,2,0.5,2
0.6920131291028446,0.567750542078132,Citationv1,DBLPv7,GNN,0,5.453362941741943,0.0001,0.001,3,0.1,3
0.6819839533187454,0.5661629064900378,Citationv1,DBLPv7,GNN,1,4.852299928665161,0.0001,0.001,3,0.1,3
0.6987600291757841,0.5725210010218562,Citationv1,DBLPv7,GNN,2,4.911818027496338,0.0001,0.001,3,0.1,3
0.6945660102115244,0.5864070618703326,Citationv1,DBLPv7,GNN,0,4.856400489807129,0.0001,0.001,3,0.3,4
0.7069657184536834,0.6112305254956724,Citationv1,DBLPv7,GNN,1,5.122584581375122,0.0001,0.001,3,0.3,4
0.7091539022611233,0.5943426090956019,Citationv1,DBLPv7,GNN,2,5.700955152511597,0.0001,0.001,3,0.3,4
0.713165572574763,0.5957061501741421,Citationv1,DBLPv7,GNN,0,5.3993377685546875,0.0001,0.001,3,0.5,5
0.7027716994894238,0.5975641792234735,Citationv1,DBLPv7,GNN,1,5.398309707641602,0.0001,0.001,3,0.5,5
0.7064186725018234,0.5833893340603268,Citationv1,DBLPv7,GNN,2,5.063723802566528,0.0001,0.001,3,0.5,5
0.6985776805251641,0.6040113620153379,Citationv1,DBLPv7,GNN,0,5.663832426071167,0.0001,0.001,4,0.1,6
0.7084245076586433,0.5944462847487302,Citationv1,DBLPv7,GNN,1,6.92868709564209,0.0001,0.001,4,0.1,6
0.6954777534646244,0.5687385206271964,Citationv1,DBLPv7,GNN,2,6.889079570770264,0.0001,0.001,4,0.1,6
0.7140773158278628,0.603554256115798,Citationv1,DBLPv7,GNN,0,6.158262729644775,0.0001,0.001,4,0.3,7
0.7020423048869439,0.587604315845127,Citationv1,DBLPv7,GNN,1,5.607087135314941,0.0001,0.001,4,0.3,7
0.7014952589350839,0.5848717311496637,Citationv1,DBLPv7,GNN,2,5.173630237579346,0.0001,0.001,4,0.3,7
