config_id,avg_score,metric,lr,weight_decay,num_layers,dropout_ratio
87,0.3817927170868347,micro_f1,0.005,0.001,4,0.1
88,0.357703081232493,micro_f1,0.005,0.001,4,0.3
89,0.3596638655462185,micro_f1,0.005,0.001,4,0.5
90,0.3803921568627451,micro_f1,0.005,0.005,2,0.1
91,0.3907563025210084,micro_f1,0.005,0.005,2,0.3
92,0.39355742296918766,micro_f1,0.005,0.005,2,0.5
93,0.42885154061624653,micro_f1,0.005,0.005,3,0.1
94,0.4277310924369748,micro_f1,0.005,0.005,3,0.3
95,0.4162464985994398,micro_f1,0.005,0.005,3,0.5
96,0.44285714285714284,micro_f1,0.005,0.005,4,0.1
97,0.43781512605042017,micro_f1,0.005,0.005,4,0.3
98,0.4319327731092437,micro_f1,0.005,0.005,4,0.5
99,0.43977591036414565,micro_f1,0.005,0.01,2,0.1
100,0.43865546218487395,micro_f1,0.005,0.01,2,0.3
101,0.43977591036414565,micro_f1,0.005,0.01,2,0.5
102,0.4456582633053221,micro_f1,0.005,0.01,3,0.1
103,0.44397759103641454,micro_f1,0.005,0.01,3,0.3
104,0.44593837535014,micro_f1,0.005,0.01,3,0.5
105,0.44621848739495795,micro_f1,0.005,0.01,4,0.1
106,0.450140056022409,micro_f1,0.005,0.01,4,0.3
107,0.4456582633053221,micro_f1,0.005,0.01,4,0.5
108,0.3112044817927171,micro_f1,0.01,0.001,2,0.1
109,0.3047619047619048,micro_f1,0.01,0.001,2,0.3
110,0.3123249299719888,micro_f1,0.01,0.001,2,0.5
111,0.3613445378151261,micro_f1,0.01,0.001,3,0.1
112,0.3859943977591036,micro_f1,0.01,0.001,3,0.3
113,0.40728291316526616,micro_f1,0.01,0.001,3,0.5
114,0.41988795518207284,micro_f1,0.01,0.001,4,0.1
115,0.4165266106442577,micro_f1,0.01,0.001,4,0.3
116,0.40504201680672275,micro_f1,0.01,0.001,4,0.5
117,0.43865546218487395,micro_f1,0.01,0.005,2,0.1
118,0.44565826330532216,micro_f1,0.01,0.005,2,0.3
119,0.4487394957983193,micro_f1,0.01,0.005,2,0.5
120,0.4599439775910364,micro_f1,0.01,0.005,3,0.1
121,0.4481792717086835,micro_f1,0.01,0.005,3,0.3
122,0.43109243697478994,micro_f1,0.01,0.005,3,0.5
123,0.4515406162464986,micro_f1,0.01,0.005,4,0.1
124,0.45098039215686275,micro_f1,0.01,0.005,4,0.3
125,0.45406162464985994,micro_f1,0.01,0.005,4,0.5
126,0.43893557422969187,micro_f1,0.01,0.01,2,0.1
127,0.44285714285714284,micro_f1,0.01,0.01,2,0.3
128,0.4403361344537815,micro_f1,0.01,0.01,2,0.5
129,0.45210084033613446,micro_f1,0.01,0.01,3,0.1
130,0.45406162464985994,micro_f1,0.01,0.01,3,0.3
131,0.4557422969187675,micro_f1,0.01,0.01,3,0.5
132,0.46050420168067224,micro_f1,0.01,0.01,4,0.1
133,0.4591036414565826,micro_f1,0.01,0.01,4,0.3
134,0.46078431372549017,micro_f1,0.01,0.01,4,0.5
